t-model-nmf	fix-model-nmf	jppcf
0.844971321862	0.850540216086	0.827954515139
0.78947391841	0.791930550579	0.766997121692
0.765805451611	0.757184588011	0.740860939908
0.754276895944	0.664252645503	0.737307886117
0.622791869399	0.677679453463	0.627211732232
0.662039343014	0.575403553786	0.64932736113
0.65263747683	0.546771937063	0.637559083861
0.599208606039	0.515197205254	0.651624826008
0.610140819565	0.458125020766	0.648209874048
0.610912522889	0.499256436065	0.618070199197
0.59121891546	0.501602168724	0.6069819841
0.644330523742	0.553608901844	0.649153846066
0.711078446374	0.614663466373	0.664144315837
0.701904761905	0.620848214286	0.651235119048
0.731873575823	0.608159710071	0.689369370898
0.679223744292	0.728310502283	0.666666666667
0.743055555556	0.701388888889	0.722222222222
0.712121212121	0.659090909091	0.787878787879
