t-model-nmf	fix-model-nmf	jppcf	jppcf_with_topic
0.0973044172016	0.118391455046	0.47718372077	0.420943250073
0.315670199899	0.287290212998	0.345302710023	0.172393010686
0.205791169622	0.169967513697	0.412985002137	0.243005942597
0.234081075924	0.121318089087	0.329424593843	0.167251507133
0.21873366552	0.110957451274	0.272872919125	0.133093621628
0.0286736642181	0.133338305774	0.377454715003	0.177652035163
0.0652996640853	0.168220810928	0.399677059639	0.308136302579
0.105267110428	0.254276796382	0.466566350913	0.424656810036
0.15	0.25	0.5	0.4
