t-model-nmf	fix-model-nmf	jppcf
0.655048686141	0.667356942777	0.624599839936
0.618396612276	0.58729991445	0.60482510508
0.604133648837	0.60018022232	0.604722161078
0.59382558579	0.576272360796	0.608325459814
0.508616693822	0.579076993836	0.509295333555
0.541654502591	0.42832695617	0.540987044785
0.525138910619	0.396379372782	0.515365258823
0.504538543154	0.373142798922	0.531735827962
0.495635995532	0.347161511553	0.524105529053
0.470072954979	0.375976613727	0.499113777909
0.45497848342	0.368833573206	0.463363681552
0.491751483957	0.357029359529	0.499621776092
0.502633656336	0.423321006444	0.481667117228
0.424345238095	0.428645833333	0.487008928571
0.42914675558	0.436168042856	0.459668781325
0.423515981735	0.472602739726	0.5399543379
0.416666666667	0.503472222222	0.489583333333
0.340909090909	0.386363636364	0.454545454545
