t-model-nmf	fix-model-nmf	jppcf
0.983082567375	0.983082567375	0.979573795445
0.974784950785	0.96440143472	0.972213202483
0.948343930871	0.936839589957	0.951024326785
0.97133790725	0.92559345389	0.963885452584
0.893872805913	0.904809518792	0.904857015278
0.926108785076	0.860867762934	0.916030774466
0.92323108719	0.831714374649	0.916546209493
0.892506017336	0.813223049968	0.903465466386
0.895665925208	0.790816180784	0.899433535904
0.910270148137	0.794314656884	0.9008054139
0.901251377553	0.783632622445	0.885429550424
0.917747285644	0.849204089068	0.905680649486
0.959930142793	0.880931208273	0.939189907422
0.98763297652	0.91579165212	0.977639923133
0.997113316791	0.925794501837	0.990124611052
1.0	0.887944664032	1.0
1.0	0.94	1.0
0.897777777778	0.815555555556	0.94
0.0	0.0	0.0
