t-model-nmf	fix-model-nmf	jppcf
0.950209041328	0.962084763262	0.939555544404
0.909803620675	0.903129916347	0.898292067466
0.894681713812	0.859702381276	0.882935392381
0.915985114784	0.854992888564	0.902400970091
0.819333752056	0.826738703052	0.841191398603
0.870907597089	0.755463843808	0.866538895038
0.860046346846	0.724513940108	0.854333205015
0.828214658759	0.677419829367	0.850691723762
0.821848799106	0.660884628237	0.835944110606
0.837240423411	0.673470259923	0.836664687861
0.815598196126	0.653046981127	0.814922121515
0.847136749108	0.731465983619	0.83028713748
0.887934054457	0.801355063138	0.845074495186
0.946466962954	0.857434608047	0.906693601203
0.96980483674	0.886634741986	0.953254115956
0.964031620553	0.807312252964	0.901185770751
1.0	0.918918128655	1.0
0.897777777778	0.735555555556	0.92
0.0	0.0	0.0
