t-model-nmf	fix-model-nmf	jppcf
0.274573162598	0.306065759637	0.26201814059
0.285685504309	0.25523706978	0.290092379862
0.371058649448	0.265141579231	0.374730965833
0.35523904006	0.227516376921	0.342227261275
0.226931616426	0.191396442894	0.233173236576
0.305710989391	0.112811192356	0.323585286015
0.282338634177	0.116828802963	0.27368703948
0.250783238005	0.101994435122	0.293682982135
0.240884117199	0.087761067557	0.271151790879
0.220627967729	0.132344132766	0.24091718497
0.229843451108	0.0983145133213	0.244008416872
0.262978720479	0.112507750008	0.261125028625
0.308283979167	0.167359639905	0.3272221218
0.279851190476	0.145416666667	0.344494047619
0.266716828819	0.160989930098	0.258502290349
0.23401826484	0.251141552511	0.227168949772
0.319444444444	0.211805555556	0.378472222222
0.204545454545	0.136363636364	0.363636363636
