t-model-nmf	fix-model-nmf	jppcf
0.546152074443	0.537318270652	0.541868429053
0.514855766175	0.489370593631	0.510073064407
0.548392701407	0.450032423514	0.558518358597
0.506958520788	0.402108469461	0.516266558702
0.428311524643	0.409159194691	0.430104629016
0.432596881891	0.218335916611	0.449574393189
0.413383296376	0.226156030785	0.417184012818
0.355417333305	0.188114296159	0.404736903612
0.345650477561	0.1859835691	0.355719888944
0.327607349667	0.226206948406	0.353388775522
0.32740490283	0.196515225014	0.349462178969
0.39430432496	0.236158842692	0.394984680347
0.441128895496	0.316356674597	0.437034770878
0.426198782155	0.357944244185	0.428117303116
0.417177993566	0.354189235229	0.424597629124
0.396098910795	0.398980917281	0.419195305169
0.394455467372	0.401062610229	0.424528218695
0.373517786561	0.358695652174	0.475076855512
