t-model-nmf	fix-model-nmf	jppcf
0.655841285463	0.640696789226	0.632977865821
0.598369917194	0.597525363341	0.590802673974
0.630961189343	0.585744979771	0.628372885212
0.591210928046	0.503851488464	0.592903396051
0.509882976145	0.517381112293	0.529259119541
0.518260194673	0.339142843868	0.535230946819
0.495745508595	0.332998617004	0.495708851295
0.44268668907	0.288657869512	0.502802768572
0.423731152546	0.273153307825	0.455451097106
0.42037538893	0.317726250668	0.449993405633
0.414706398279	0.271681842654	0.438744091644
0.483662286818	0.316116484911	0.488826774224
0.508257713485	0.408505732983	0.504135131963
0.485420686166	0.444654241789	0.475953372944
0.475677753811	0.456299972143	0.475574641102
0.44102356239	0.460257173837	0.496595619764
0.452385361552	0.495936948854	0.531287477954
0.378568291612	0.41930171278	0.504391743522
