t-model-nmf	fix-model-nmf	jppcf	jppcf_with_topic
0.202575710625	0.231438209182	0.600443522166	0.608265967333
0.531024756814	0.503216446632	0.573300370683	0.493143401393
0.368840679288	0.347450004219	0.572074372073	0.489624918747
0.422764558909	0.302634276172	0.528550337249	0.452431335647
0.434030623209	0.297149180614	0.491198721832	0.430068674723
0.121617551596	0.270392087453	0.532794647283	0.473866803121
0.153821436134	0.288573619241	0.502710298977	0.470407107984
0.149241430674	0.320944169887	0.533784771183	0.507433982614
0.126539215493	0.215150327333	0.468254009862	0.394342640362
