t-model-nmf	fix-model-nmf	jppcf
0.870098039216	0.875200080032	0.84710550887
0.835947272065	0.876395818675	0.806099407844
0.797354904982	0.849552424976	0.809436220559
0.769419249181	0.814463655833	0.804407596372
0.69082220652	0.802240097608	0.683683300368
0.727297954509	0.719832225096	0.721039477867
0.689156627903	0.671617512117	0.692417690925
0.665902775403	0.655781258433	0.707371041359
0.685279809813	0.626841459321	0.726603538381
0.682812478048	0.648840811002	0.701861869772
0.638936276128	0.633402341288	0.682027215814
0.686197786051	0.68205722544	0.689353042441
0.696436458245	0.719877188502	0.707621054024
0.617485119048	0.784345238095	0.683735119048
0.636781300794	0.716206652512	0.715337564064
0.634703196347	0.768264840183	0.75799086758
0.65625	0.805555555556	0.743055555556
0.621212121212	0.704545454545	0.75
