t-model-nmf	fix-model-nmf	jppcf
0.292617046819	0.255985727624	0.241309857276
0.291987511162	0.243011756129	0.279113482545
0.385003179495	0.241449757869	0.386171796659
0.342431972789	0.210470206601	0.358782123961
0.230781843482	0.182124488692	0.204683800617
0.297380809436	0.118322708371	0.328377853517
0.275988428645	0.114738583663	0.283108201387
0.265520662786	0.109241261349	0.284808574063
0.229798947858	0.0942879951726	0.266415418039
0.204551700212	0.117099881445	0.227135090079
0.221276831952	0.102420608511	0.246066303959
0.261553164053	0.108949476449	0.274072639073
0.281508374834	0.174186374467	0.292555957604
0.293869047619	0.141354166667	0.332514880952
0.236351228389	0.16735935685	0.244054423991
0.231735159817	0.268264840183	0.245433789954
0.232638888889	0.180555555556	0.3125
0.25	0.0909090909091	0.363636363636
