t-model-nmf	fix-model-nmf	jppcf
0.466130385007	0.461844292982	0.45172800311
0.445602519232	0.32442792073	0.422836556658
0.357067421349	0.155371895655	0.383983810595
0.448978440885	0.219845976203	0.449998115476
0.404363500124	0.348013580213	0.418980684439
0.447183629113	0.112942224809	0.446714296934
0.426847772945	0.12091397039	0.438450572318
0.400672001655	0.101030464154	0.399050894482
0.347853383298	0.104250997767	0.369422608903
0.313286955821	0.126243513792	0.318321471801
0.353871698308	0.0945800550137	0.363446014119
0.436894284739	0.103817803048	0.423162137898
0.463258155337	0.137711722537	0.429001890626
0.553122647217	0.214095014783	0.519221353941
0.485012870717	0.256153604581	0.506904209937
0.468534480325	0.181987892185	0.407005153445
0.643191414951	0.394714168994	0.609816699248
0.335213616238	0.331487828266	0.336800825593
