t-model-nmf	fix-model-nmf	jppcf
0.88200280112	0.872198879552	0.85472855809
0.845400052327	0.887706534391	0.812929650919
0.822079297821	0.844544720816	0.78571245139
0.798470962459	0.811451247166	0.761004031242
0.717172214492	0.780110429428	0.706720983011
0.74231824568	0.725125619525	0.709591573901
0.722210187688	0.697352350102	0.713134659977
0.685271111875	0.663329352807	0.685560585749
0.719371320866	0.643539075972	0.726612165476
0.700921402261	0.660177811522	0.693826236952
0.669712311157	0.645672923761	0.687218916552
0.719381891	0.673384971326	0.718083701907
0.769221623946	0.70929228353	0.732294183078
0.79337797619	0.710654761905	0.754568452381
0.830669684173	0.704681023152	0.827308042276
0.78196347032	0.778538812785	0.805936073059
0.815972222222	0.833333333333	0.836805555556
0.848484848485	0.681818181818	0.848484848485
