t-model-nmf	fix-model-nmf	jppcf
0.824686541283	0.850957049486	0.769334400427
0.788782947223	0.784037419674	0.736323145
0.759933322327	0.759157861912	0.735658338836
0.721797052154	0.737533068783	0.704276895944
0.659380860508	0.726665481251	0.656808754313
0.683831191343	0.636650617615	0.647681580691
0.650325362024	0.601999909705	0.652102365758
0.6190503427	0.568402322691	0.632318792542
0.658300145655	0.54601195055	0.662142625625
0.628405693842	0.566962571128	0.624810394969
0.599568451478	0.551083162004	0.616276731056
0.63937309805	0.580195294166	0.64757666993
0.69229256726	0.612595525608	0.689054950626
0.694568452381	0.627931547619	0.656800595238
0.725525889539	0.644171469012	0.700048182532
0.679223744292	0.7100456621	0.66095890411
0.722222222222	0.729166666667	0.753472222222
0.742424242424	0.636363636364	0.742424242424
