t-model-nmf	fix-model-nmf	jppcf
0.475056501044	0.473729277003	0.471264661721
0.447540383026	0.357378189588	0.437161442564
0.480416268308	0.285653964007	0.479322687383
0.437723097247	0.232743756088	0.430355985341
0.412210948184	0.364640901972	0.410252624646
0.384967347172	0.162641983353	0.398770526454
0.344794612329	0.15842444337	0.370098587279
0.336000082051	0.149646822645	0.361581990568
0.319979857051	0.163085709525	0.338471704156
0.310092882744	0.186267918898	0.320427350093
0.329000392092	0.152728190983	0.350861136411
0.360200200933	0.163261680659	0.358582876951
0.398859482642	0.185405492778	0.418780104626
0.366114972525	0.185737910752	0.370720550251
0.369433622622	0.205325062617	0.391462868269
0.330917767946	0.223978560076	0.377713149447
0.315896564873	0.244172793273	0.366598743037
0.253694639419	0.220222180287	0.30793256763
