t-model-nmf	fix-model-nmf	jppcf
0.521020450443	0.52498772327	0.530908924021
0.471627349329	0.406648738805	0.483836046666
0.446630637325	0.222037284739	0.452201460314
0.517372836098	0.336738617196	0.534790318116
0.40574139059	0.349998675517	0.419220909254
0.50795150108	0.154418281631	0.539158322621
0.491198816737	0.166538937253	0.518775720919
0.435576239523	0.122456478214	0.487016257907
0.390716704031	0.131373699104	0.431163583086
0.360989602263	0.163307058212	0.384381456722
0.386646892861	0.126761626764	0.422871868194
0.495584076672	0.17122559327	0.500651570735
0.496702577482	0.260272074005	0.503169015702
0.562599297583	0.374009143603	0.561029983112
0.525370322026	0.421117429938	0.54237445779
0.534848484848	0.330303030303	0.568181818182
0.649084249084	0.605463980464	0.655921855922
0.6	0.4	0.5
