t-model-nmf	fix-model-nmf	jppcf
0.458749104712	0.455239375112	0.446706683011
0.446537616405	0.316777009811	0.407803798543
0.377350359066	0.153410220238	0.390672076469
0.448504436359	0.200801848884	0.456707554473
0.398589863996	0.338605948621	0.383549543419
0.438626481323	0.108314224823	0.434189063705
0.417495687582	0.12133937409	0.449218191153
0.389754392379	0.096406781143	0.411286718828
0.343335808946	0.10735362969	0.365996311254
0.29867842045	0.117199698478	0.311072697675
0.336559520996	0.093882508152	0.353376380255
0.421047668671	0.10160079275	0.416600847135
0.469299511408	0.149836262596	0.465245020117
0.547124722688	0.218475200469	0.518065865138
0.482308465626	0.250422551637	0.456863068504
0.463878890707	0.171242923792	0.458565156995
0.604823868238	0.31879810897	0.622318541326
0.339025630515	0.305658697047	0.335670423126
