t-model-nmf	fix-model-nmf	jppcf
0.466102311292	0.46449416706	0.452581908517
0.440732260278	0.323305562065	0.431641924409
0.367419864848	0.15110548246	0.38717906037
0.446327646992	0.203337922177	0.453532309869
0.39022075912	0.342906733881	0.404675913361
0.429803883028	0.109128280352	0.458520719076
0.418326951086	0.114645493308	0.44273734246
0.380009275483	0.0963804437043	0.411570032922
0.336494556743	0.103934062109	0.363510102842
0.299636831843	0.116892690348	0.308425267218
0.341210755261	0.0919726048704	0.357876814587
0.423442973176	0.101918122773	0.426688351987
0.456555437247	0.150736123789	0.439749520718
0.558987704105	0.219425376323	0.514443889769
0.49521668534	0.269217818283	0.506028349276
0.450533271857	0.210837865621	0.442057860367
0.631759910013	0.376161200019	0.57914772247
0.350213898948	0.308538711941	0.337369730358
