t-model-nmf	fix-model-nmf	jppcf
0.697592937975	0.736183582489	0.697514102584
0.700267673559	0.682937829466	0.674780273004
0.708337444408	0.621748839479	0.71115144516
0.725451828769	0.593222600794	0.737913620273
0.610442244533	0.55962520301	0.620438258372
0.699175494713	0.446378916793	0.718279148289
0.669865315331	0.414967343674	0.688204489302
0.637211618691	0.339346977928	0.677235160555
0.622221505456	0.343198986558	0.658075049695
0.616095307459	0.380307495297	0.629268035773
0.600026786342	0.350102640483	0.625106307674
0.650844317716	0.416121419893	0.64871066816
0.682799474464	0.546642733828	0.654913995612
0.754312080165	0.655040315258	0.719300982779
0.758725393356	0.671537585878	0.728179337837
0.687351778656	0.628260869565	0.647628458498
0.871461988304	0.817105263158	0.841228070175
0.764444444444	0.615555555556	0.764444444444
0.0	0.0	0.0
