t-model-nmf	fix-model-nmf	jppcf	jppcf_with_topic
0.126458970121	0.150125919436	0.567685635528	0.608925031911
0.481784587606	0.428000222146	0.525161138918	0.477819104615
0.31419449199	0.238352495333	0.532469077861	0.485343402514
0.375971430196	0.193544538034	0.477862404861	0.443677349323
0.378123831768	0.178076910071	0.430827989618	0.421878312641
0.0575273095578	0.157581041914	0.502195278667	0.472855665841
0.0742748217721	0.172497328729	0.479934537123	0.467023398225
0.0898954884224	0.225424677338	0.49079222848	0.49347604325
0.05	0.15	0.372222222222	0.394342640362
