t-model-nmf	fix-model-nmf	jppcf
0.901960784314	0.90756302521	0.927170868347
0.911600587372	0.966133328248	0.93853576673
0.87231133979	0.912493121285	0.899349273608
0.854365079365	0.880387062232	0.897911942555
0.786268515434	0.857600702515	0.795257264124
0.828307501979	0.824007295328	0.840769239269
0.822337081683	0.806251993999	0.809930920047
0.767381211203	0.751844931764	0.804553233214
0.786290636691	0.742014363297	0.814327645035
0.809568057832	0.753181405888	0.816335872018
0.785954255831	0.752196338433	0.792812170429
0.820622746652	0.817813063401	0.804744744009
0.888130182887	0.821264490995	0.872494216501
0.893229166667	0.88875	0.8715625
0.913102820746	0.863234253362	0.919361424138
0.91095890411	0.851598173516	0.922374429224
0.90625	0.895833333333	0.958333333333
0.848484848485	0.765151515152	0.954545454545
