t-model-nmf	fix-model-nmf	jppcf
0.468843029651	0.472813601763	0.464310035137
0.435650047195	0.330899588996	0.424486006083
0.44326194493	0.230402257569	0.465373901127
0.42534757278	0.19244755835	0.426213021232
0.393467986046	0.330777988346	0.389947392583
0.351740349418	0.123319202107	0.374471352023
0.34032555881	0.115593134199	0.348961378536
0.327104598189	0.103705138297	0.333440786136
0.302112809271	0.126753877686	0.318439323061
0.284482163946	0.145434246038	0.287027509539
0.315028648166	0.112475967968	0.320803496253
0.345184849324	0.122867489284	0.316696475949
0.386759831134	0.157539299869	0.370966830484
0.360598043131	0.131493720352	0.34262610583
0.35842994903	0.182375055912	0.371064562236
0.31550239463	0.14934073253	0.339695069553
0.301224004262	0.206514443077	0.321064092574
0.215520339484	0.172399058891	0.235270208845
