t-model-nmf	fix-model-nmf	jppcf
0.496072458158	0.518085708137	0.519753337551
0.529842694063	0.38746725912	0.507950095925
0.43894504416	0.19454905087	0.448693288773
0.484426543014	0.277580282683	0.495352919758
0.622933068006	0.509968629691	0.599712512689
0.623246618994	0.182814942641	0.614987970426
0.597852041135	0.198147564706	0.617291980505
0.60143638427	0.175078416339	0.614306153128
0.597280858933	0.150822601751	0.581119648301
0.558806563649	0.17587128869	0.558460016957
0.589602236978	0.122002435277	0.590830232187
0.587637630441	0.137899819174	0.594020608022
0.556130592816	0.220494547238	0.564556891668
0.57376682634	0.279201338307	0.563785077854
0.566147992318	0.295148193476	0.541078261472
0.450034497976	0.196246619188	0.439879821012
0.659340659341	0.331250041695	0.697969360234
0.325	0.281546487679	0.375
