t-model-nmf	fix-model-nmf	jppcf
0.471392958258	0.481437179002	0.461363753144
0.449027311722	0.353710550507	0.43408148165
0.475089303254	0.278145692851	0.483174044125
0.420034585054	0.242961819057	0.429910384143
0.410483408172	0.357540883281	0.406314309497
0.373189751866	0.165251977691	0.37830036374
0.359536072111	0.161579526662	0.364832436976
0.342349391782	0.143732073404	0.35745282991
0.329192876857	0.161113429007	0.331343735725
0.309866386929	0.180536553835	0.323531764494
0.333579332199	0.149749101321	0.335759791136
0.367937186181	0.15295376507	0.340103391602
0.396162306583	0.195548644185	0.387654539184
0.357576739525	0.176000731948	0.371987063546
0.376690784248	0.201850389704	0.377548757866
0.335669287294	0.205145942515	0.355659689832
0.319145403482	0.228509327752	0.354710989562
0.237396584959	0.199924663596	0.288842991074
